memeid,filename,uppercaption,lowercaption,upvote,best_score,worst_score,bws_score,humor_two_class,subset,url
4405,dr-evil-meme.jpg,ouch ouch,my fingers are cramping,9.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/instance/54087006/dr-evil-meme-ouch-ouch-my-fingers-are-cramping
13125,socially-awesome-awkward-penguin.jpg,girl hugs me and    says i smell good,she's seven,7.0,0.6666666666666666,0.0,0.6666666666666666,1,9,http://memegenerator.net/instance/48106203/socially-awesome-awkward-penguin-girl-hugs-me-and-says-i-smell-good-shes-seven
12005,challenge-accepted-2.jpg,make the words not block my face,challenge accepted ,69.0,0.6666666666666666,0.0,0.6666666666666666,1,3,https://memegenerator.net/instance/10796305/challenge-accepted-2-make-the-words-not-block-my-face-challenge-accepted
10971,matrix-morpheus.jpg,what if i told you,the left lane is for passing,21.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/instance/53636205/matrix-morpheus-what-if-i-told-you-the-left-lane-is-for-passing
10873,successful-black-man.jpg,they see me rolling,up my poster now that the presentation is done,50.0,0.6666666666666666,0.0,0.6666666666666666,1,9,http://he.memegenerator.net/instance/26096245/successful-black-man-they-see-me-rolling-up-my-poster-now-that-the-presentation-is-done
2156,what-if-i-told-you.jpg,what if i told you ,that your local politician is probably a douchebag ,49.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/instance/84739563/what-if-i-told-you-what-if-i-told-you-that-your-local-politician-is-probably-a-douchebag
10364,so-doge.jpg,girl are you doge,cuz wow,16.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/instance/48310289/so-doge-girl-are-you-doge-cuz-wow
2139,what-if-i-told-you.jpg,what if i told you,that your &amp; you're are not the same thing,62.0,0.6666666666666666,0.0,0.6666666666666666,1,9,None
6075,overly-attached-girlfriend.jpg,you better not dump me,like forever alone did,22.0,0.6666666666666666,0.0,0.6666666666666666,1,3,https://memegenerator.net/instance/22063231/overly-attached-girlfriend-2-you-better-not-dump-me-like-forever-alone-did
10513,internet-husband.jpg,told him our son did it for the first time today,he said '+10 xp',93.0,0.6666666666666666,0.0,0.6666666666666666,1,3,https://memegenerator.net/instance/11193669/internet-husband-told-him-our-son-did-it-for-the-first-time-today-he-said-10-xp
10538,internet-husband.jpg,i told him our son is being bullied at school,he said to enchant his gear with resilience,36.0,0.6666666666666666,0.0,0.6666666666666666,1,1,None
775,success-kid.jpg,forgot to do homework,teacher doesn't check,136.0,0.6666666666666666,0.0,0.6666666666666666,1,1,https://memegenerator.net/instance/15607517/success-kid-forgot-to-do-homework-teacher-doesnt-check
12026,challenge-accepted-2.jpg,sit for an exam without sleep?,challenge accepted,13.0,0.6666666666666666,0.0,0.6666666666666666,1,5,https://memegenerator.net/instance/11635331/challenge-accepted-2-sit-for-an-exam-without-sleep-challenge-accepted
11256,provincial-man.jpg,haha i won the lottery today ,but i was hungry and i eat the ticket,49.0,0.6666666666666666,0.0,0.6666666666666666,1,7,https://memegenerator.net/instance/24723174/provincial-man-haha-i-won-the-lottery-today-but-i-was-hungry-and-i-eat-the-ticket
776,success-kid.jpg,asked my girl out on february 29th,only have to celebrate anniversary every 4 years,136.0,0.6666666666666666,0.0,0.6666666666666666,1,6,None
1074,first-world-problems.jpg,username..,already taken,134.0,0.6666666666666666,0.0,0.6666666666666666,1,3,https://memegenerator.net/instance/16566404/first-world-problems-username-already-taken
3931,socially-awkward-penguin.jpg,friend tells already told story,act like you hear it the first time,171.0,0.6666666666666666,0.0,0.6666666666666666,1,7,http://he.memegenerator.net/instance/11017758/socially-awkward-penguin-friend-tells-already-told-story-act-like-you-hear-it-the-first-time
1055,first-world-problems.jpg,mom doesnt understand...,you cant pause online game,195.0,0.6666666666666666,0.0,0.6666666666666666,1,8,https://memegenerator.net/instance/17177073/first-world-problems-mom-doesnt-understand-you-cant-pause-online-game
959,one-does-not-simply.jpg,one does not simply,call someone maybe,70.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/instance/22314182?urlName=One-Does-Not-Simply-A&browsingOrder=Popular&browsingTimeSpan=Week
11604,advice-dog.jpg,delete history ,speeds up computer and keeps marridge ,15.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/instance/31007616/advice-dog-delete-history-speeds-up-computer-and-keeps-marridge
6209,butthurt-dweller.jpg,over 9000,zits popped,33.0,0.6666666666666666,0.0,0.6666666666666666,1,5,None
5861,chuck-norris.jpg,rubbed two ice cubes together,got fire,139.0,0.6666666666666666,0.0,0.6666666666666666,1,8,https://memegenerator.net/instance/34652900/chuck-norris-rubbed-two-ice-cubes-together-got-fire
11415,sad-trooper.jpg," ""these aren't the droids you're looking for"", he said.","""...move along"", he said",43.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/Sad-Trooper/images/popular/alltime/page/10
4107,prepare-yourself.jpg,prepare yourselves,i ate beans,11.0,0.6666666666666666,0.0,0.6666666666666666,1,2,None
4100,prepare-yourself.jpg,prepare yourselves,the russian meteor posts are coming,14.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/instance/34936187/prepare-yourself-prepare-yourselves-the-russian-meteor-posts-are-coming
12782,bear-grylls.jpg,finds condom,eats it,25.0,0.6666666666666666,0.0,0.6666666666666666,1,9,http://es.memegenerator.net/instance/43554509
11462,sad-trooper.jpg,wears the toughest armor yet,get killed by a bunch of midget bears with beating sticks,11.0,0.6666666666666666,0.0,0.6666666666666666,1,5,https://memegenerator.net/instance/46726107/sad-trooper-wears-the-toughest-armor-yet-get-killed-by-a-bunch-of-midget-bears-with-beating-sticks
12068,challenge-accepted-2.jpg,foreveralone cant find a date?,challenged accepted,3.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/instance/11540324/challenge-accepted-2-foreveralone-cant-find-a-date-challenged-accepted
1680,forever-alone.jpg,send her a message,she goes offline,134.0,0.6666666666666666,0.0,0.6666666666666666,1,9,http://fr.memegenerator.net/instance/10679543/forever-alone-send-her-a-message-she-goes-offline
6358,desk-flip-rage-guy.jpg,stresses over assignment all night,teacher decides it's not for a grade,17.0,0.6666666666666666,0.0,0.6666666666666666,1,2,None
12939,paranoid-parrot.jpg,computer freezes up.,run a full virus scan.,58.0,0.6666666666666666,0.0,0.6666666666666666,1,9,https://memegenerator.net/instance/11201726/paranoid-parrot-computer-freezes-up-run-a-full-virus-scan
5881,chuck-norris.jpg,death once had,a near-chuck norris experience,76.0,0.6666666666666666,0.0,0.6666666666666666,1,4,https://memegenerator.net/instance/11848173/chuck-norris-death-once-had-a-near-chuck-norris-experience
4225,slowpoke.jpg,did anybody notice?,slowpoke is way behind on current events.,55.0,0.6666666666666666,0.0,0.6666666666666666,1,9,http://memegenerator.net/instance/12917311/slowpoke-did-anybody-notice-slowpoke-is-way-behind-on-current-events
6350,desk-flip-rage-guy.jpg,about to win call of duty match,host disconnects,21.0,0.6666666666666666,0.0,0.6666666666666666,1,6,https://memegenerator.net/instance/21177764/desk-flip-rage-guy-about-to-win-call-of-duty-match-host-disconnects
1655,forever-alone.jpg,this guy,still a better love story than twilight,204.0,0.6666666666666666,0.0,0.6666666666666666,1,1,https://memegenerator.net/instance/19564200/forever-alone-this-guy-still-a-better-love-story-than-twilight
5889,chuck-norris.jpg,every night when the boogyman goes to sleep,he checks his closet for chuck norris,63.0,0.8,0.2,0.6000000000000001,1,9,http://memegenerator.net/instance/11472747/chuck-norris-every-night-when-the-boogyman-goes-to-sleep-he-checks-his-closet-for-chuck-norris
14762,kermit-the-frog.jpg,"eats flies, dates a pig",wishes you happy birthday!,1.0,0.8,0.2,0.6000000000000001,1,7,http://fr.memegenerator.net/instance/48245369/kermit-the-frog-eats-flies-dates-a-pig-wishes-you-happy-birthday
7051,so-youre-telling-me.jpg,so you're telling me you drink water from a glass,then use clean water to wash the glass after you dump what you didn't drink?,199.0,0.8,0.2,0.6000000000000001,1,4,https://memegenerator.net/instance/29937787/so-youre-telling-me-so-youre-telling-me-you-drink-water-from-a-glass-then-use-clean-water-to-wash-th
11609,advice-dog.jpg,the dress looks gray,with darker gray lines,13.0,0.8,0.2,0.6000000000000001,1,7,https://memegenerator.net/instance/59699354/advice-dog-the-dress-looks-gray-with-darker-gray-lines
11871,i-should-buy-a-boat-cat.jpg,i should buy a dog,,10.0,0.8,0.2,0.6000000000000001,1,8,https://memegenerator.net/instance/46521843
803,success-kid.jpg,"wake up hungry, open fridge",leftover pizza,108.0,0.8,0.2,0.6000000000000001,1,0,https://memegenerator.net/instance/16866879/success-kid-wake-up-hungry-open-fridge-leftover-pizza
14156,crying-girl-sad.jpg,i broke my ipad screen,by dropping my iphone on it,2.0,0.8,0.2,0.6000000000000001,1,8,https://memegenerator.net/instance/38537996/crying-girl-sad-i-broke-my-ipad-screen-by-dropping-my-iphone-on-it
4984,foul-bachelor-frog.jpg,"after showering, dry your genitals, then your face",suddenly and slowly realize what you just did,138.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/11963929/foul-bachelor-frog-after-showering-dry-your-genitals-then-your-face-suddenly-and-slowly-realize-what
5440,high-expectations-asian-father.jpg,sopa?,only thing i do not want you to pass,91.0,0.6,0.0,0.6,1,3,https://memegenerator.net/instance/13369293/high-expectations-asian-father-sopa-only-thing-i-do-not-want-you-to-pass
9481,skeptical-african-kid.jpg,so your saying...,that in america you fill a hole with water just to have fun,14.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/44026853/skeptical-african-kid-so-your-saying-that-in-america-you-fill-a-hole-with-water-just-to-have-fun
4247,slowpoke.jpg,windows 8?,i already have windows 95.,36.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/50012074/slowpoke-windows-8-i-already-have-windows-95
1393,grumpy-cat.jpg,memes die quickly,that's why i like them,98.0,0.6,0.0,0.6,1,8,https://memegenerator.net/instance/78204009/grumpy-cat-memes-die-quickly-thats-why-i-like-them
1397,grumpy-cat.jpg,"if i say yes,",will you die?,94.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/78187812/grumpy-cat-if-i-say-yes-will-you-die
12066,challenge-accepted-2.jpg,watch 10 hours of this is patrick?,challenge accepted,4.0,0.6,0.0,0.6,1,9,http://memegenerator.net/instance/34321130
355,willy-wonka.jpg,gun laws would prevent shooting sprees?,please tell me more about how criminals follow laws,107.0,0.6,0.0,0.6,1,9,None
13694,really-stoned-guy.jpg,homework.,who is that pokemon?,11.0,0.6,0.0,0.6,1,3,https://memegenerator.net/instance/30190819/really-stoned-guy-homework-who-is-that-pokemon
5469,high-expectations-asian-father.jpg,u forget homework ,i forget son,59.0,0.6,0.0,0.6,1,2,None
7076,so-youre-telling-me.jpg,so your telling me,im going to grow up to be a rapper name jadakiss?,20.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/24932399/so-youre-telling-me-so-your-telling-me-im-going-to-grow-up-to-be-a-rapper-name-jadakiss
5907,chuck-norris.jpg,buys iphone,installs android,38.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/25676798/chuck-norris-buys-iphone-installs-android
14881,african-kids-dancing.jpg,horray! the elders say we're getting circumcised today?,wait.....what does that mean?,5.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/37820431/african-kids-dancing-horray-the-elders-say-were-getting-circumcised-today-waitwhat-does-that-mean
8119,kill-yourself-guy.jpg,harlem shake?,kill youurslef,21.0,0.6,0.0,0.6,1,9,None
3356,trollface.jpg,schoolmate asks about the test,gives wrong info,67.0,0.6,0.0,0.6,1,8,https://memegenerator.net/instance/11150426/trollface-schoolmate-asks-about-the-test-gives-wrong-info
13676,really-stoned-guy.jpg,dude why isnt eleven pronounced ,onety one,27.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/43151245/really-stoned-guy-dude-why-isnt-eleven-pronounced-onety-one
7358,what-if-i-told-you-matrix-morpheus.jpg,what if i told you,to press ctrl and  w,64.0,0.6,0.0,0.6,1,8,https://memegenerator.net/instance/38311471/what-if-i-told-you-matrix-morpheus-what-if-i-told-you-to-press-ctrl-and-w
12032,challenge-accepted-2.jpg,unify general relativity  and quantum mechanics?,challenge accepted,10.0,0.6,0.0,0.6,1,8,https://memegenerator.net/instance/12729785/challenge-accepted-2-unify-general-relativity-and-quantum-mechanics-challenge-accepted
14119,crying-girl-sad.jpg,i worked out today,forgot to put it on facebook,6.0,0.6,0.0,0.6,1,4,https://www.memegenerator.net/instance/27178151/i-worked-out-today-forgot-to-put-it-on-facebook
9664,fat-chinese-kid.jpg,ching chang chong,please save hong kong,7.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/84730399/fat-chinese-kid-ching-chang-chong-please-save-hong-kong
14011,maury-lie-detector.jpg,you say you're a good driver,your erratic driving determined that was a lie,2.0,0.6,0.0,0.6,1,2,https://memegenerator.net/instance/44048867/maury-lie-detector-you-say-youre-a-good-driver-your-erratic-driving-determined-that-was-a-lie
9768,captain-picard.jpg,why in god's name,are you still talking?,30.0,0.6,0.0,0.6,1,6,https://memegenerator.net/instance/76132529/captain-picard-why-in-gods-name-are-you-still-talking
14922,african-kids-dancing.jpg,kid skating around and spraying graffiti,send in the tanks,1.0,0.6,0.0,0.6,1,4,https://memegenerator.net/instance/27289042/african-kids-dancing-kid-skating-around-and-spraying-graffiti-send-in-the-tanks
9754,captain-picard.jpg,"oh, no!   katainen-perkele  is",blundering  all   over again ,89.0,0.6,0.0,0.6,1,3,https://memegenerator.net/instance/37644653/picard-oh-no-katainen-perkele-is-blundering-all-over-again
14774,kermit-the-frog.jpg,"no license, no job, no car, no money, 5 kids 3 baby mamas",but that's none of my business tho,1.0,0.6,0.0,0.6,1,1,https://memegenerator.net/instance/51458931/kermit-the-frog-no-license-no-job-no-car-no-money-5-kids-3-baby-mamas-but-thats-none-of-my-business-
2458,conspiracy-keanu.jpg,what if the statue of liberty is really a giant weeping angel,and it only stays still because of all the tourists?,139.0,0.6,0.0,0.6,1,5,https://memegenerator.net/instance/19642850/conspiracy-keanu-what-if-the-statue-of-liberty-is-really-a-giant-weeping-angel-and-it-only-stays-sti
3908,socially-awkward-penguin.jpg,avoid talking to someone by pretending to get phone call,phone rings,203.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/10994302
5281,pleaseguy.jpg,"i wish when my wifi signal is low, all surrounding wifi would be like ","""here little buddy i'll give you a hand",20.0,0.6,0.0,0.6,1,9,https://memegenerator.net/Pleaseguy/images/new/today
12667,sunny-student.jpg,goes home to study,studies reddit,2.0,0.6,0.0,0.6,1,9,None
5897,chuck-norris.jpg,my daughter lost her virginity,i got it back,51.0,0.6,0.0,0.6,1,3,https://memegenerator.net/instance/22871837/the-most-interesting-man-in-the-world-my-daughter-lost-her-virginity-i-got-it-back
13975,maury-lie-detector.jpg,you said you'll be home tonight,your empty room determined that was a lie,5.0,0.6,0.0,0.6,1,0,None
1251,philosoraptor.jpg,"if the policeman says ""papers"" and i say ""scissor""",have i won then?,146.0,0.6,0.0,0.6,1,5,https://memegenerator.net/instance/11127725/philosoraptor-if-the-policeman-says-papers-and-i-say-scissor-have-i-won-then
3635,annoying-facebook-girl.jpg,omg im deactivating my fb for the semester,reactivates in 4 days,90.0,0.6,0.0,0.6,1,3,https://memegenerator.net/instance/14355584/annoying-facebook-girl-omg-im-deactivating-my-fb-for-the-semester-reactivates-in-4-days
6015,overly-attached-girlfriend.jpg,i gave you herpes,now we can only sleep with eachother,83.0,0.6,0.0,0.6,1,5,https://memegenerator.net/instance/23870423/overly-attached-girlfriend-2-i-gave-you-herpes-now-we-can-only-sleep-with-eachother
10385,so-doge.jpg,"wow, much crowd",such butt sniffing opportunities,6.0,0.6,0.0,0.6,1,1,https://memegenerator.net/instance/50517308/so-doge-wow-much-crowd-such-butt-sniffing-opportunities
3780,disaster-girl.jpg,"""go to your room, you're grounded!"" they said",what room?,79.0,0.6,0.0,0.6,1,2,https://memegenerator.net/instance/31782212/disaster-girl-go-to-your-room-youre-grounded-they-said-what-room
10388,so-doge.jpg,your teacher,when you come into class with your earbus in,6.0,0.6,0.0,0.6,1,4,None
326,willy-wonka.jpg,oh you got a cross tattoo?,you must be soo religious.,147.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/20215451/willy-wonka-oh-you-got-a-cross-tattoo-you-must-be-soo-religious
6818,drunk-baby-1.jpg,"please, give me more drink now",before i kill someone,3.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/23588537/drunk-baby-1-please-give-me-more-drink-now-before-i-kill-someone
6204,butthurt-dweller.jpg,virgin broadband,the 2 main ingredients needed for world of warcraft account,35.0,0.6,0.0,0.6,1,8,https://memegenerator.net/instance/14575961/butthurt-dweller-virgin-broadband-the-2-main-ingredients-needed-for-world-of-warcraft-account
5856,chuck-norris.jpg,i threw a grenade and killed 50 people,and then the grenade exploded,183.0,0.6,0.0,0.6,1,5,https://memegenerator.net/instance/18270918/chuck-norris-i-threw-a-grenade-and-killed-50-people-and-then-the-grenade-exploded
8153,kill-yourself-guy.jpg,you're a grown woman and you still refer to yourself as a princess,,5.0,0.6,0.0,0.6,1,9,None
470,the-most-interesting-man-in-the-world.jpg,i dont always scratch my balls...,but when i do i smell my hands.,137.0,0.6,0.0,0.6,1,0,https://memegenerator.net/instance/54840140/the-most-interesting-man-in-the-world-i-dont-always-scratch-my-balls-but-when-i-do-i-smell-my-hands-
12482,stoner-dog.jpg,get high in cornfield,massive crowd of cornpeople,28.0,0.6,0.0,0.6,1,2,http://ru.memegenerator.net/instance/10448469
14918,african-kids-dancing.jpg,you and your friends,when your crush askes you out,2.0,0.6,0.0,0.6,1,0,None
4568,advice-yoda-gives.jpg,"liberal arts, you take?","french fries, you shall make!!!",11.0,0.6,0.0,0.6,1,1,https://memegenerator.net/instance/65390352/yoda-liberal-arts-you-take-french-fries-you-shall-make
10419,so-doge.jpg,wow such exam,"very science, much guessing",2.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/43837213/so-doge-wow-such-exam-very-science-much-guessing
9492,skeptical-african-kid.jpg,so you're telling me,you seek out tigers and lions for entertainment?,11.0,0.6,0.0,0.6,1,6,None
4414,dr-evil-meme.jpg,the i.t. department is,"""working on it""",7.0,0.6,0.0,0.6,1,3,https://memegenerator.net/instance/52905340/dr-evil-meme-the-it-department-is-working-on-it
910,one-does-not-simply.jpg,one does not simply,go to sleep without mastrubating,144.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/24921091/one-does-not-simply-one-does-not-simply-go-to-sleep-without-mastrubating
12810,bear-grylls.jpg,steve irwin,guy should of come to me for survival lessons,12.0,0.6,0.0,0.6,1,9,http://fr.memegenerator.net/instance/14510859/bear-grylls-steve-irwin-guy-should-of-come-to-me-for-survival-lessons
5576,koala-cant-believe-it.jpg,that's,where babies come from?!,28.0,0.6,0.0,0.6,1,1,https://memegenerator.net/instance/37935374/storytime-jesus-and-thats-where-babies-come-from
10525,internet-husband.jpg,i asked him to try the cookies his daughter made,he said he disabled cookies,53.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/58542333/internet-husband-i-asked-him-to-try-the-cookies-his-daughter-made-he-said-he-disabled-cookies
10969,matrix-morpheus.jpg,what if i told you,that you can be an atheist and a nice person at the same time,25.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/47255403/matrix-morpheus-what-if-i-told-you-that-you-can-be-an-atheist-and-a-nice-person-at-the-same-time
6353,desk-flip-rage-guy.jpg,check fly when you get home,it's undone.,18.0,0.6,0.0,0.6,1,7,https://memegenerator.net/instance/22897357/desk-flip-rage-guy-check-fly-when-you-get-home-its-undone
2104,what-if-i-told-you.jpg,what if i told you that,every 60 seconds in africa...a minute passes,150.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/76161393/what-if-i-told-you-what-if-i-told-you-that-every-60-seconds-in-africaa-minute-passes
166,bad-luck-brian.jpg,steps outside to see what all the 'buzz' is about,africanized bees,178.0,0.6,0.0,0.6,1,1,https://memegenerator.net/instance/25208852/bad-luck-brian-steps-outside-to-see-what-all-the-buzz-is-about-africanized-bees
11885,i-should-buy-a-boat-cat.jpg,,looks like bitcoins are up today,6.0,0.6,0.0,0.6,1,9,None
11403,sad-trooper.jpg,why do i have to wear all this armor,if i die with just one shot?,126.0,0.6,0.0,0.6,1,0,https://memegenerator.net/instance/13787729/sad-trooper-why-do-i-have-to-wear-all-this-armor-if-i-die-with-just-one-shot
8468,african-children-dancing.jpg,cant wait to get,our 49'ers championship shirts and hats,3.0,0.6,0.0,0.6,1,7,https://memegenerator.net/instance/34306723/african-children-dancing-cant-wait-to-get-our-49ers-championship-shirts-and-hats
1687,forever-alone.jpg,no college scholarship,forever a loan,130.0,0.6,0.0,0.6,1,8,https://memegenerator.net/instance/11166457/forever-alone-no-college-scholarship-forever-a-loan
8723,imagination.jpg,got 30 likes?,nobody cares,16.0,0.6,0.0,0.6,1,4,None
5616,koala-cant-believe-it.jpg,wait...,we actually won a game?,6.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/14359917/koala-cant-believe-it-wait-we-actually-won-a-game
14299,anti-joke-chicken.jpg,what did one orphan say to the other orphan?,our parents are dead,32.0,0.6,0.0,0.6,1,8,https://memegenerator.net/instance/18144700/anti-joke-chicken-what-did-one-orphan-say-to-the-other-orphan-our-parents-are-dead
5132,batman-slap-robin.jpg,i don't know why i keep hitting you,but it seems to be trending,22.0,0.6,0.0,0.6,1,6,None
1952,scumbag-steve.jpg,upvotes own meme,"logs out, upvotes own meme again",191.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/11364240/scumbag-steve-upvotes-own-meme-logs-out-upvotes-own-meme-again
6474,whyyy.jpg,makes fun plans for the weekend ,gets sick on friday ,30.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/17931444/whyyy-makes-fun-plans-for-the-weekend-gets-sick-on-friday
11442,sad-trooper.jpg,turns out...,those were the droids i was looking for.,17.0,0.6,0.0,0.6,1,2,None
7563,skeptical-african-child.jpg,so your telling me..,i don't love jesus because i didn't share his pics?,8.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/22754640/skeptical-african-child-so-your-telling-me-i-dont-love-jesus-because-i-didnt-share-his-pics
13409,awkward-seal.jpg,say how much you're looking forward to seeing someone,misspell their name,7.0,0.6,0.0,0.6,1,2,None
12929,paranoid-parrot.jpg,turn off all lights before going to bed,"omg runn for the bed, the demons will get you",71.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/10274618/paranoid-parrot-turn-off-all-lights-before-going-to-bed-omg-runn-for-the-bed-the-demons-will-get-you
3948,socially-awkward-penguin.jpg,struggles to remember achievements,remembers awkward moments in vivid detail,147.0,0.6,0.0,0.6,1,5,https://memegenerator.net/instance/12717734/socially-awkward-penguin-struggles-to-remember-achievements-remembers-awkward-moments-in-vivid-detai
915,one-does-not-simply.jpg,one does not simply,rock a rhyme that's right on time; it's tricky. ,121.0,0.6,0.0,0.6,1,3,https://memegenerator.net/instance/18417457
13356,awkward-seal.jpg,the face when,grandma asks where your sweater she made is,69.0,0.6,0.0,0.6,1,1,https://memegenerator.net/instance/76849930/awkward-seal-the-face-when-grandma-asks-where-your-sweater-she-made-is
7208,south-park-aand-its-gone.jpg,the middle class is the back bone of our econo-,aaand it's gone,89.0,0.6,0.0,0.6,1,9,None
10703,skeptical-black-kid.jpg,birth certificate?,i'll do that when i get to hawaii,7.0,0.6,0.0,0.6,1,0,None
6455,whyyy.jpg,underwear ,why do u ride up in the most awkwardest of times!?,129.0,0.6,0.0,0.6,1,0,https://memegenerator.net/instance/10260130/whyyy-underwear-why-do-u-ride-up-in-the-most-awkwardest-of-times
914,one-does-not-simply.jpg,one does not simply,shut up when the teacher asks him to,125.0,0.6,0.0,0.6,1,8,None
6767,drunk-baby-1.jpg,so i says to the copper i says,yolo,21.0,0.6,0.0,0.6,1,4,https://memegenerator.net/instance/23626453/drunk-baby-1-so-i-says-to-the-copper-i-says-yolo
6321,desk-flip-rage-guy.jpg,post a comment,someone else posted same comment with even more likes,57.0,0.6,0.0,0.6,1,2,None
10675,skeptical-black-kid.jpg,on a scale of jerry sandusky to casey anthony,how much do you like children?,22.0,0.6,0.0,0.6,1,5,https://memegenerator.net/instance/23359686/skeptical-black-kid-on-a-scale-of-jerry-sandusky-to-casey-anthony-how-much-do-you-like-children
11143,batman-slappp.jpg,your air guitar,is out of tune,14.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/62360355/kevin-hart-dude-stop-your-air-guitar-is-out-of-tune
13104,socially-awesome-awkward-penguin.jpg,"""do you like role playing?""",you mean like dungeons and dragons?,11.0,0.6,0.0,0.6,1,9,None
5006,foul-bachelor-frog.jpg,ran out of toilet paper,now im low on socks,111.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/11417736/foul-bachelor-frog-ran-out-of-toilet-paper-now-im-low-on-socks
12825,bear-grylls.jpg,water bottle full ,better drink my pee to be safe ,9.0,0.6,0.0,0.6,1,3,https://memegenerator.net/instance/22210305/bear-grylls-water-bottle-full-better-drink-my-pee-to-be-safe
4413,dr-evil-meme.jpg,socialism is,"""social""",7.0,0.6,0.0,0.6,1,8,https://memegenerator.net/instance/51707085/dr-evil-meme-socialism-is-social
14709,kermit-the-frog.jpg,not sure if you know...,but there's a hand up my butt,8.0,0.6,0.0,0.6,1,3,https://memegenerator.net/instance/46460182
13266,ihate.jpg,need to study,get stuck on facebook,6.0,0.6,0.0,0.6,1,8,None
6755,drunk-baby-1.jpg,i met a cute chick at the sandbox,"i was like,""you and i should go chill at my crib""",83.0,0.6,0.0,0.6,1,5,https://memegenerator.net/instance/23438209/drunk-baby-1-i-met-a-cute-chick-at-the-sandbox-i-was-likeyou-and-i-should-go-chill-at-my-crib
11720,archer.jpg,do you want everyone to hate you?,because that's how you get everyone to hate you.,8.0,0.6,0.0,0.6,1,6,https://memegenerator.net/instance/48360604/archer-do-you-want-everyone-to-hate-you-because-thats-how-you-get-everyone-to-hate-you
11126,batman-slappp.jpg, i nominate you for the als ice b-,enough!,22.0,0.6,0.0,0.6,1,9,https://memegenerator.net/instance/54121994/batman-slappp-i-nominate-you-for-the-als-ice-b-enough
7537,skeptical-african-child.jpg,so you're telling me that,people 'diet',18.0,0.6,0.0,0.6,1,0,https://memegenerator.net/instance/25551647
13251,ihate.jpg,accidently click on page,page closes,9.0,0.6,0.0,0.6,1,9,None
8423,african-children-dancing.jpg,i'm on holiday,biaches,16.0,0.6,0.0,0.6,1,2,https://memegenerator.net/instance/31199290
4205,slowpoke.jpg,did you heard about stve jobs?,he released the ipod,122.0,0.5714285714285714,0.0,0.5714285714285714,1,5,https://memegenerator.net/instance/10531814/slowpoke-did-you-heard-about-stve-jobs-he-released-the-ipod
674,futurama-fry.jpg,can't tell if real,or chuck testa,72.0,0.5,0.0,0.5,1,9,https://memegenerator.net/instance/10858705/futurama-fry-cant-tell-if-real-or-chuck-testa
13502,rage-fu.jpg,i send long text...,you reply with' k' ?!,163.0,0.5,0.0,0.5,1,9,https://memegenerator.net/instance/11398716/rage-fu-i-send-long-text-you-reply-with-k-
785,success-kid.jpg,had 99 problems, solved them all,121.0,0.5,0.0,0.5,1,7,http://fr.memegenerator.net/instance/20725067/success-kid-had-99-problems-solved-them-all
754,success-kid.jpg,parents just died,i'm batman,207.0,0.5,0.0,0.5,1,5,None
12764,bear-grylls.jpg,toilet?,what a waste,47.0,0.5,0.0,0.5,1,4,https://memegenerator.net/instance/14510473/bear-grylls-toilet-what-a-waste
319,willy-wonka.jpg,oh today is 4/20,tell me about all the weed you've smoked,168.0,0.6666666666666666,0.1666666666666666,0.5,1,9,https://memegenerator.net/instance/19030668/willy-wonka-oh-today-is-420-tell-me-about-all-the-weed-youve-smoked
